sitename,county,aqi,pollutant,status,so2,co,o3,o3_8hr,pm10,pm2.5,no2,nox,no,windspeed,winddirec,datacreationdate,unit,co_8hr,pm2.5_avg,pm10_avg,so2_avg,longitude,latitude,siteid
龍潭,桃園市,19,,良好,0.9,0.22,13,20.6,4,0,9.8,10.9,1.1,0.8,232,2024-05-21 07:00,,0.1,1.5,4,0,121.21645772,24.86400048,21
平鎮,桃園市,33,,良好,0.8,0.23,7,22.8,12,2,20.9,25.2,4.3,1.8,275,2024-05-21 07:00,,0.1,0.5,4,0,121.203986,24.952786,20
觀音,桃園市,24,,良好,0.8,0.18,18,26.6,22,19,11.1,14,2.8,0.5,267,2024-05-21 07:00,,0.1,7.4,9,0,121.08283092,25.03556747,19
大園,桃園市,22,,良好,0.3,0.14,21.1,24.5,7,2,9.2,10.7,1.5,0.5,282,2024-05-21 07:00,,0.1,1.5,6,1,121.20251473,25.06100357,18
桃園,桃園市,24,,良好,1.7,0.23,19.4,26.3,2,3,10,10.5,0.5,1.3,194,2024-05-21 07:00,,0.1,4,3,1,121.30500531,24.9947107,17
大同,臺北市,35,,良好,1,0.95,7.9,20.2,21,13,21.7,57.3,35.5,-,-,2024-05-21 07:00,,0.4,6.9,8,1,121.51342074,25.06331455,16
松山,臺北市,23,,良好,0.3,0.19,16.8,25.1,5,3,10,14.9,4.9,0.4,213,2024-05-21 07:00,,0.1,5,4,0,121.578611,25.05,15
古亭,臺北市,22,,良好,1.1,0.17,20.4,25.0,0,2,6,6.7,0.7,0.2,135,2024-05-21 07:00,,0.1,1.3,1,1,121.529556,25.020608,14
萬華,臺北市,25,,良好,0.5,0.18,20.8,27.3,4,2,8.2,9.9,1.6,0.5,118,2024-05-21 07:00,,0.1,3.6,3,0,121.507972,25.046503,13
中山,臺北市,24,,良好,0.4,0.18,20.6,26.1,4,3,6.7,8.1,1.4,1.7,166,2024-05-21 07:00,,0.1,2.1,3,1,121.526528,25.062361,12
士林,臺北市,19,,良好,0.2,0.2,13.1,21.7,4,2,10.8,12.9,2,0.7,343,2024-05-21 07:00,,0.1,2.7,3,0,121.51666356,25.10334003,11
淡水,新北市,22,,良好,0.9,0.23,10.3,15.9,10,5,13.4,16.2,2.8,0.7,310,2024-05-21 07:00,,0.2,3.2,6,0,121.449239,25.1645,10
林口,新北市,22,,良好,0.7,0.17,17.8,24.8,3,1,10.8,14.8,4,1.8,125,2024-05-21 07:00,,0.1,2.8,1,0,121.36548982,25.07798949,9
菜寮,新北市,23,,良好,1,0.34,17.4,25.2,10,3,11.6,14,2.3,1.5,124,2024-05-21 07:00,,0.2,1.6,6,1,121.481028,25.06895,8
新莊,新北市,25,,良好,0.4,0.19,22.8,27.4,2,2,5.2,6.4,1.1,1.3,188,2024-05-21 07:00,,0.1,4.6,1,0,121.4325,25.037972,7
板橋,新北市,23,,良好,0.8,0.29,13.8,25.2,2,1,11.5,13.5,2,0.6,264,2024-05-21 07:00,,0.1,1.4,2,0,121.458667,25.012972,6
土城,新北市,18,,良好,0.4,0.25,5.8,19.5,8,2,9,13.8,4.8,0.3,131,2024-05-21 07:00,,0.1,3.7,5,0,121.451861,24.982528,5
新店,新北市,15,,良好,0.5,0.2,6.5,16.8,4,5,6,19.2,13.1,1,207,2024-05-21 07:00,,0.1,3.9,5,1,121.537778,24.977222,4
萬里,新北市,31,,良好,0.5,0.13,26.6,34.6,35,1,3.5,4.4,0.8,2,12,2024-05-21 07:00,,0.1,0.8,19,0,121.689881,25.179667,3
汐止,新北市,22,,良好,0.1,0.2,14.3,24.9,8,2,13.4,15.8,2.4,0.9,262,2024-05-21 07:00,,0.1,1.5,5,0,121.64081,25.06624,2
基隆,基隆市,28,,良好,0.2,0.18,22.3,30.2,6,1,4.3,5.1,0.7,0.3,331,2024-05-21 07:00,,0.1,,6,0,121.760056,25.129167,1
屏東(枋山),屏東縣,17,,良好,0.1,0.09,14.1,18.3,9,0,2.3,3,0.7,3.1,90,2024-05-21 06:00,,0.1,2.2,8,0,120.651472,22.260899,313
大甲（日南國小）,臺中市,46,,良好,0.1,0.38,3,5.0,37,31,15.8,25.5,9.7,0.5,61,2024-05-21 06:00,,0.2,14.3,28,0,120.65525382,24.39017512,312
新北(樹林),新北市,17,,良好,0.1,0.17,8.7,14.4,6,6,10.1,11.4,1.2,0,142,2024-05-21 06:00,,0.1,4.9,5,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,92,細懸浮微粒,普通,0.5,0.16,15.5,27.7,16,14,4.6,4.6,0,1.3,351,2024-05-21 06:00,,0.3,32.3,46,1,120.37722,22.35222,204
臺南（麻豆）,臺南市,67,細懸浮微粒,普通,0.9,0.18,8.3,21.1,18,14,6.4,8.5,2,0.2,125,2024-05-21 06:00,,0.2,22,35,1,120.24583056,23.17904722,203
高雄（湖內）,高雄市,84,細懸浮微粒,普通,0.5,0.28,10.4,27.1,16,14,7.8,9.5,1.7,1,81,2024-05-21 06:00,,0.3,28.7,39,1,120.24535,22.87985556,202
彰化（員林）,彰化縣,84,細懸浮微粒,普通,1.6,0.34,18,22.5,38,26,9.5,10.4,0.9,0.4,327,2024-05-21 06:00,,0.3,28.7,40,2,120.56373,23.96117,201
大城,彰化縣,44,,良好,0.9,0.19,20.3,21.0,41,20,4.6,5.6,1,0.3,67,2024-05-21 06:00,,0.1,13.6,29,1,120.26964167,23.85493056,85
富貴角,新北市,36,,良好,0.1,0.08,36.4,39.2,8,0,1.2,1.3,0,3.9,59,2024-05-21 06:00,,0,0.4,11,0,121.53656894,25.29681695,84
麥寮,雲林縣,53,細懸浮微粒,普通,1.9,0.27,21.5,22.3,32,22,8.4,8.4,0,1.1,143,2024-05-21 06:00,,0.2,16.2,31,0,120.251825,23.753506,83
關山,臺東縣,16,,良好,0.2,0.12,7,17.4,12,4,3.7,4.8,1,0.5,298,2024-05-21 06:00,,0.1,4.2,12,1,121.161933,23.045083,80
馬公,澎湖縣,29,,良好,0.7,0.19,32.3,31.3,10,3,4.6,5.4,0.8,0.7,37,2024-05-21 06:00,,0.1,3.6,9,0,119.566158,23.569031,78
金門,金門縣,33,,良好,0.6,0.21,35.9,36,4,6,2.7,3.2,0.5,1.8,51,2024-05-21 06:00,,0.2,4.5,2,0,118.312256,24.432133,77
馬祖,連江縣,44,,良好,0.6,0.11,43.9,47.4,5,2,2.8,3.3,0.5,2.2,335,2024-05-21 06:00,,0.1,3.3,9,0,119.93149378,26.15188416,75
埔里,南投縣,75,細懸浮微粒,普通,1.3,0.33,13.4,22.8,32,23,5.7,7.3,1.5,0.8,248,2024-05-21 06:00,,0.3,25.1,31,1,120.967903,23.968842,72
復興,高雄市,82,細懸浮微粒,普通,0.6,0.27,17.6,30.5,18,17,8.3,9.4,1,0.7,109,2024-05-21 06:00,,0.4,28.1,40,1,120.312017,22.608711,71
永和,新北市,23,,良好,1.3,0.24,18.9,25.6,1,2,5.4,6.9,1.5,0.2,216,2024-05-21 06:00,,0.1,2,1,1,121.516306,25.017,70
竹山,南投縣,60,細懸浮微粒,普通,0.5,0.24,7,10.5,27,19,8.5,9.9,1.4,0.5,201,2024-05-21 06:00,,0.2,19.1,31,0,120.677306,23.756389,69
中壢,桃園市,27,,良好,0.9,0.67,13.4,21.1,17,3,16.6,30.6,14,0.2,258,2024-05-21 06:00,,0.3,4.5,8,2,121.221667,24.953278,68
三重,新北市,19,,良好,0.9,0.31,18.3,20.6,6,1,8.6,14.3,5.7,-,-,2024-05-21 06:00,,0.3,2,4,1,121.493806,25.072611,67
冬山,宜蘭縣,21,,良好,0,0.12,17.8,23.5,7,5,2.3,2.3,0,1.2,287,2024-05-21 06:00,,0.1,2.5,3,0,121.792928,24.632203,66
宜蘭,宜蘭縣,20,,良好,3.7,0.14,13.9,22.8,4,0,2.9,3.5,0.5,0.3,179,2024-05-21 06:00,,0.1,1.8,1,1,121.746394,24.747917,65
陽明,臺北市,31,,良好,0.6,0.12,31.2,34.2,4,0,0.6,1.2,0.6,2.3,90,2024-05-21 06:00,,0.1,0.4,1,0,121.529583,25.182722,64
花蓮,花蓮縣,20,,良好,0.6,0.14,13,14.2,7,7,2.6,2.4,0,1.6,212,2024-05-21 06:00,,0.1,6.2,10,0,121.599769,23.971306,63
臺東,臺東縣,18,,良好,0.2,0.12,18.2,19.3,4,1,2.9,3.1,0.1,0.2,319,2024-05-21 06:00,,0.1,2.2,6,0,121.15045,22.755358,62
恆春,屏東縣,26,,良好,,0.11,25.7,28.1,4,3,1.5,2.2,0.7,2.8,41,2024-05-21 06:00,,0.1,2.3,4,0,120.788928,21.958069,61
潮州,屏東縣,57,細懸浮微粒,普通,0.4,0.14,3.9,7.0,21,10,6.3,7.4,1.1,0.8,69,2024-05-21 06:00,,0.2,17.9,34,1,120.561175,22.523108,60
屏東,屏東縣,87,細懸浮微粒,普通,0.2,0.27,14.5,25.6,27,19,5.9,6.6,0.6,1.7,5,2024-05-21 06:00,,0.3,30.2,45,1,120.488033,22.673081,59
小港,高雄市,95,細懸浮微粒,普通,0.5,0.26,12.7,27.4,18,20,9.9,11.2,1.3,1.4,65,2024-05-21 06:00,,0.4,33.3,43,2,120.337736,22.565833,58
前鎮,高雄市,76,細懸浮微粒,普通,1.2,0.26,16.2,27.1,17,13,9.2,10.1,0.8,0.2,354,2024-05-21 06:00,,0.4,25.6,46,2,120.30833356,22.6044507,57
前金,高雄市,87,細懸浮微粒,普通,0.9,0.35,16.7,26.0,23,20,8.7,10,1.2,1.3,351,2024-05-21 06:00,,0.5,30,51,1,120.28676111,22.63390278,56
左營,高雄市,92,細懸浮微粒,普通,0.7,0.27,14.4,25.7,20,22,7.6,8.1,0.5,0.5,59,2024-05-21 06:00,,0.4,32,45,1,120.292917,22.674861,54
楠梓,高雄市,76,細懸浮微粒,普通,1,0.19,10.5,25.8,18,11,12.8,13.9,1.1,0.7,61,2024-05-21 06:00,,0.3,25.6,40,2,120.328289,22.733667,53
林園,高雄市,113,細懸浮微粒,對敏感族群不健康,0.4,0.29,7.4,17.4,46,19,8,8.8,0.7,1.4,24,2024-05-21 06:00,,0.4,40,74,1,120.41175,22.4795,52
大寮,高雄市,111,細懸浮微粒,對敏感族群不健康,0.9,0.26,7.6,18.2,34,20,10.2,11.3,1,0.6,37,2024-05-21 06:00,,0.4,39.5,64,2,120.425311,22.56413611,51
鳳山,高雄市,81,細懸浮微粒,普通,1.2,0.28,18.7,28.1,25,14,5.3,6.4,1,0.3,77,2024-05-21 06:00,,0.3,27.7,46,2,120.357422,22.628126,50
仁武,高雄市,85,細懸浮微粒,普通,1.2,0.21,22.2,33.7,25,13,5.4,6.8,1.4,0.3,58,2024-05-21 06:00,,0.3,29.4,40,1,120.332631,22.689056,49
橋頭,高雄市,86,細懸浮微粒,普通,1.2,0.19,10.2,25.6,22,13,8.4,9.5,1,0.8,64,2024-05-21 06:00,,0.3,29.7,41,2,120.305689,22.757506,48
美濃,高雄市,56,細懸浮微粒,普通,0.7,0.16,14.2,21.9,14,8,2.9,3.4,0.5,0.4,59,2024-05-21 06:00,,0.2,17.5,25,1,120.530542,22.883583,47
臺南,臺南市,83,細懸浮微粒,普通,0.4,0.17,14.4,39.6,19,14,5.8,6.3,0.5,0.2,141,2024-05-21 06:00,,0.3,28.5,38,1,120.21947897,22.98928311,46
安南,臺南市,78,細懸浮微粒,普通,0.1,0.22,13,30.7,24,10,6.3,7.5,1.2,1.6,79,2024-05-21 06:00,,0.3,26.5,40,1,120.2175,23.048197,45
善化,臺南市,74,細懸浮微粒,普通,0.8,0.17,13.2,24.3,22,12,4.8,5.5,0.7,1.1,120,2024-05-21 06:00,,0.2,24.9,41,1,120.29740529,23.11337642,44
新營,臺南市,56,細懸浮微粒,普通,1.1,0.14,14.7,21.1,21,9,2.6,4.8,2.2,0.3,75,2024-05-21 06:00,,0.2,17.6,37,1,120.31725,23.305633,43
嘉義,嘉義市,64,細懸浮微粒,普通,1.4,0.14,17.2,21.4,16,10,2.5,3,0.5,1.6,62,2024-05-21 06:00,,0.2,20.6,34,2,120.44125148,23.46477865,42
臺西,雲林縣,47,,良好,1,0.25,20.3,21.2,36,15,8.3,9.1,0.8,1,100,2024-05-21 06:00,,0.2,14.4,31,1,120.19933333,23.702175,41
朴子,嘉義縣,68,細懸浮微粒,普通,0.9,0.16,17.4,18.2,20,20,6,7.5,1.5,0.8,96,2024-05-21 06:00,,0.2,22.6,34,1,120.2478,23.46538,40
新港,嘉義縣,66,細懸浮微粒,普通,2,0.16,22,22.9,20,12,4,4.9,0.8,1.3,104,2024-05-21 06:00,,0.2,21.7,35,2,120.345531,23.554839,39
崙背,雲林縣,67,細懸浮微粒,普通,1,0.26,13.4,14.5,57,29,9.1,10.6,1.5,1.5,167,2024-05-21 06:00,,0.2,21.9,40,1,120.348742,23.757547,38
斗六,雲林縣,64,細懸浮微粒,普通,1,0.26,16.8,18.6,40,23,7.2,8.4,1.1,0.9,96,2024-05-21 06:00,,0.2,20.8,32,1,120.544994,23.711853,37
南投,南投縣,58,細懸浮微粒,普通,0.2,0.26,5.8,11.2,32,18,7.4,7.5,0.1,1,155,2024-05-21 06:00,,0.2,18.5,33,0,120.685306,23.913,36
二林,彰化縣,78,細懸浮微粒,普通,1.5,0.32,3,9.0,48,35,9.5,13.4,3.9,0.4,49,2024-05-21 06:00,,0.2,26.5,39,1,120.409653,23.925175,35
線西,彰化縣,74,細懸浮微粒,普通,1,0.28,17.1,19.6,55,30,6.3,7.8,1.5,0.3,150,2024-05-21 06:00,,0.2,24.8,46,1,120.469061,24.131672,34
彰化,彰化縣,69,細懸浮微粒,普通,0.6,0.29,11.1,16.5,33,25,10.6,10.9,0.3,0.7,190,2024-05-21 06:00,,0.2,22.8,38,1,120.541519,24.066,33
西屯,臺中市,73,細懸浮微粒,普通,0.7,0.3,11.3,22.7,34,25,15.9,17.5,1.6,0.4,166,2024-05-21 06:00,,0.3,24.4,38,1,120.616917,24.162197,32
忠明,臺中市,66,細懸浮微粒,普通,1.5,0.3,20.3,27.6,25,21,6.4,7.6,1.2,0.3,311,2024-05-21 06:00,,0.3,21.6,32,1,120.641092,24.151958,31
大里,臺中市,75,細懸浮微粒,普通,1,0.3,12.1,17.5,33,25,9.3,9.6,0.3,1.1,282,2024-05-21 06:00,,0.3,25.3,34,1,120.67844444,24.09961111,30
沙鹿,臺中市,75,細懸浮微粒,普通,1.4,0.37,14,17.3,46,36,12.7,12.7,0,0.5,48,2024-05-21 06:00,,0.3,25.2,43,1,120.568794,24.225628,29
豐原,臺中市,83,細懸浮微粒,普通,0.5,0.35,14,24.1,43,31,9.5,10.2,0.7,0.5,52,2024-05-21 06:00,,0.3,28.3,44,1,120.74252414,24.25699731,28
三義,苗栗縣,77,細懸浮微粒,普通,1.2,0.38,5,17.0,38,28,9.6,12.4,2.7,0.3,150,2024-05-21 06:00,,0.4,26,39,1,120.75956754,24.38248443,27
苗栗,苗栗縣,36,,良好,1.3,0.21,6.2,6.5,19,13,9.9,11.4,1.5,0.9,23,2024-05-21 06:00,,0.2,11,15,2,120.82011468,24.56499183,26
頭份,苗栗縣,27,,良好,1.1,0.25,6.9,12.3,16,9,11.1,13.5,2.4,1.4,332,2024-05-21 06:00,,0.2,8.3,15,1,120.89869286,24.69690679,25
新竹,新竹市,19,,良好,0.5,0.17,15.8,21.2,0,0,7.9,8.1,0.1,1,33,2024-05-21 06:00,,0.1,2.1,1,0,120.97236752,24.8056356,24
竹東,新竹縣,23,,良好,0.4,0.18,2.9,12.2,7,7,5.8,7.2,1.3,0.2,102,2024-05-21 06:00,,0.1,7,7,0,121.08895493,24.74091408,23
湖口,新竹縣,21,,良好,0.3,0.16,18.5,23.0,4,7,8.4,9,0.5,0.9,263,2024-05-21 06:00,,0.1,6.5,4,0,121.03886894,24.90009696,22
龍潭,桃園市,19,,良好,0.8,0.13,18.6,21.7,5,1,6.9,7.8,0.8,0.4,20,2024-05-21 06:00,,0.1,2,5,0,121.21645772,24.86400048,21
平鎮,桃園市,23,,良好,0.9,0.18,15.4,25.4,4,0,11.6,12.7,1,0.3,232,2024-05-21 06:00,,0.1,0.3,3,0,121.203986,24.952786,20
觀音,桃園市,25,,良好,0.2,0.1,27,27.7,8,3,5,6.7,1.7,1.7,69,2024-05-21 06:00,,0.1,5.5,7,0,121.08283092,25.03556747,19
大園,桃園市,22,,良好,0.4,0.11,25.1,24.5,9,2,6.1,7.2,1,1.5,30,2024-05-21 06:00,,0.1,1.4,6,1,121.20251473,25.06100357,18
桃園,桃園市,25,,良好,2.2,0.18,26,27.3,3,4,5.5,5.5,0,1.3,43,2024-05-21 06:00,,0.1,4.2,4,1,121.30500531,24.9947107,17
大同,臺北市,20,,良好,1,0.5,18.7,20.4,3,4,11,15.6,4.5,-,-,2024-05-21 06:00,,0.4,6.1,7,1,121.51342074,25.06331455,16
松山,臺北市,23,,良好,0.4,0.16,22.2,25.7,2,5,4.1,4.9,0.8,0.3,288,2024-05-21 06:00,,0.1,5.3,4,0,121.578611,25.05,15
古亭,臺北市,23,,良好,1.2,0.12,22,25.4,0,2,3.9,4.7,0.8,0.2,85,2024-05-21 06:00,,0.1,1.2,2,1,121.529556,25.020608,14
萬華,臺北市,25,,良好,0.6,0.14,,27.6,3,2,4.8,5.8,1,0.6,81,2024-05-21 06:00,,0.1,4.1,3,0,121.507972,25.046503,13
中山,臺北市,24,,良好,0.6,0.14,24,26.6,3,3,4.9,5.9,1,1.5,145,2024-05-21 06:00,,0.1,1.9,3,1,121.526528,25.062361,12
士林,臺北市,22,,良好,0.1,0.14,20.3,24.1,4,2,3.8,4.6,0.8,0.9,331,2024-05-21 06:00,,0.1,3.5,4,0,121.51666356,25.10334003,11
淡水,新北市,17,,良好,0.7,0.24,16.9,18.1,2,5,8.9,10.2,1.2,1,320,2024-05-21 06:00,,0.2,2.8,5,0,121.449239,25.1645,10
林口,新北市,23,,良好,0.6,0.14,21.2,25.8,0,2,8,10.1,2,0.8,119,2024-05-21 06:00,,0.1,3.7,1,0,121.36548982,25.07798949,9
菜寮,新北市,23,,良好,0.9,0.27,22.9,25.9,5,3,7.8,8.6,0.7,2.2,129,2024-05-21 06:00,,0.2,1.5,5,1,121.481028,25.06895,8
新莊,新北市,25,,良好,0.5,0.12,26.5,27.8,0,4,3.4,4,0.6,2,80,2024-05-21 06:00,,0.1,4.8,1,0,121.4325,25.037972,7
板橋,新北市,24,,良好,1.1,0.18,24,26.7,1,0,4.9,5.6,0.6,0.9,2,2024-05-21 06:00,,0.1,2.1,2,0,121.458667,25.012972,6
土城,新北市,20,,良好,0.4,0.16,15.9,22.1,7,4,4.4,5.1,0.6,1.3,354,2024-05-21 06:00,,0.1,4.5,5,0,121.451861,24.982528,5
新店,新北市,18,,良好,0.4,0.15,9.1,19.1,7,5,4.3,5.4,1.1,0.3,124,2024-05-21 06:00,,0.1,3.6,5,1,121.537778,24.977222,4
萬里,新北市,32,,良好,0.3,0.12,33,35.8,25,0,1.5,1.8,0.3,2.2,358,2024-05-21 06:00,,0.1,1,16,0,121.689881,25.179667,3
汐止,新北市,24,,良好,0.2,0.13,21.9,26.6,8,2,8.4,9.3,0.8,0.7,85,2024-05-21 06:00,,0.1,1.5,5,0,121.64081,25.06624,2
基隆,基隆市,29,,良好,0.2,0.11,27.2,31.6,5,,0.8,1.4,0.5,0.5,55,2024-05-21 06:00,,0.1,,6,0,121.760056,25.129167,1
屏東(枋山),屏東縣,18,,良好,0.1,0.09,15.6,19.0,5,0,2.5,3.1,0.5,1.7,80,2024-05-21 05:00,,0.1,3,9,0,120.651472,22.260899,313
大甲（日南國小）,臺中市,34,,良好,0.2,0.34,2.6,6.7,30,15,16.4,24.6,8.1,0.5,88,2024-05-21 05:00,,0.2,10.5,25,0,120.65525382,24.39017512,312
新北(樹林),新北市,15,,良好,0.2,0.14,12.7,15.1,5,4,8.5,9.6,1,0.5,133,2024-05-21 05:00,,0.1,4.7,5,0,121.38352778,24.94902778,311
屏東（琉球）,屏東縣,103,細懸浮微粒,對敏感族群不健康,0.5,0.22,16,31.0,26,18,5.3,5.3,0,1.2,349,2024-05-21 05:00,,0.4,36.2,52,1,120.37722,22.35222,204
臺南（麻豆）,臺南市,73,細懸浮微粒,普通,1,0.19,13.8,25.6,20,15,4.4,5,0.6,0.2,115,2024-05-21 05:00,,0.2,24.3,39,1,120.24583056,23.17904722,203
高雄（湖內）,高雄市,95,細懸浮微粒,普通,0.4,0.21,14.6,30.5,21,15,5.2,6.5,1.3,1.8,83,2024-05-21 05:00,,0.4,33.3,46,1,120.24535,22.87985556,202
彰化（員林）,彰化縣,84,細懸浮微粒,普通,1.5,0.29,20.2,22.9,41,30,7,7.3,0.3,0.3,74,2024-05-21 05:00,,0.3,28.9,41,2,120.56373,23.96117,201
大城,彰化縣,37,,良好,0.8,0.17,21.2,22.8,32,21,4.6,5.4,0.8,1.2,197,2024-05-21 05:00,,0.1,11.5,26,1,120.26964167,23.85493056,85
富貴角,新北市,36,,良好,0,0.08,37.4,39.4,9,0,1.3,1.3,0,5.2,89,2024-05-21 05:00,,0,0.6,13,0,121.53656894,25.29681695,84
麥寮,雲林縣,46,,良好,2.1,0.26,25,22.9,34,18,7.1,7.2,0,1.1,169,2024-05-21 05:00,,0.1,14.2,31,0,120.251825,23.753506,83
關山,臺東縣,18,,良好,0.2,0.12,8.6,19.6,12,5,3.4,4.3,0.9,0.3,238,2024-05-21 05:00,,0.1,3.9,11,1,121.161933,23.045083,80
馬公,澎湖縣,29,,良好,0.7,0.16,30.6,32.0,11,2,3.2,3.8,0.5,0.3,108,2024-05-21 05:00,,0.1,3.5,10,0,119.566158,23.569031,78
金門,金門縣,33,,良好,0.7,0.21,35.7,36.2,2,5,2.1,2.3,0.2,1.9,33,2024-05-21 05:00,,0.2,4.3,3,0,118.312256,24.432133,77
馬祖,連江縣,44,,良好,0.5,0.1,47.4,47.3,7,0,2.1,2.6,0.5,2.8,338,2024-05-21 05:00,,0.1,3.9,10,0,119.93149378,26.15188416,75
埔里,南投縣,76,細懸浮微粒,普通,1.4,0.32,16.8,26.4,28,26,5.2,6.5,1.2,0.6,264,2024-05-21 05:00,,0.3,25.8,31,1,120.967903,23.968842,72
復興,高雄市,87,細懸浮微粒,普通,1.1,0.31,21.3,35.0,29,19,9.4,10.6,1.1,0.5,122,2024-05-21 05:00,,0.4,30,43,1,120.312017,22.608711,71
永和,新北市,24,,良好,1.3,0.15,27.3,26.6,0,1,3.3,4.3,0.9,1.2,90,2024-05-21 05:00,,0.2,2.1,2,1,121.516306,25.017,70
竹山,南投縣,61,細懸浮微粒,普通,0.5,0.21,8.9,11.8,31,17,6.2,7.4,1.1,0.4,92,2024-05-21 05:00,,0.2,19.4,31,0,120.677306,23.756389,69
中壢,桃園市,19,,良好,0.8,0.24,21,21.2,5,3,10,12.4,2.4,0.3,295,2024-05-21 05:00,,0.3,4.3,6,2,121.221667,24.953278,68
三重,新北市,18,,良好,0.7,0.23,22.2,20.0,5,2,7.7,12.7,5,-,-,2024-05-21 05:00,,0.3,2.2,5,1,121.493806,25.072611,67
冬山,宜蘭縣,22,,良好,0,0.11,24.5,24.9,5,0,1.8,2,0.2,1.2,253,2024-05-21 05:00,,0.1,1.7,3,0,121.792928,24.632203,66
宜蘭,宜蘭縣,22,,良好,1,0.11,22,24.3,0,0,1.4,1.9,0.4,0.2,182,2024-05-21 05:00,,0.1,2.2,1,1,121.746394,24.747917,65
陽明,臺北市,31,,良好,0.7,0.12,33.5,34.8,3,0,0.6,1.2,0.6,1.6,130,2024-05-21 05:00,,0.1,0.6,0,0,121.529583,25.182722,64
花蓮,花蓮縣,20,,良好,0.6,0.14,12,15.6,9,5,2.7,2.4,0,1.8,219,2024-05-21 05:00,,0.1,6.1,10,0,121.599769,23.971306,63
臺東,臺東縣,19,,良好,0.4,0.11,19.1,20.3,4,4,2.3,2.7,0.3,0.2,307,2024-05-21 05:00,,0.1,2.6,7,0,121.15045,22.755358,62
恆春,屏東縣,26,,良好,0,0.11,26.7,28.6,4,1,1.4,1.8,0.4,2.5,44,2024-05-21 05:00,,0.1,2.7,5,0,120.788928,21.958069,61
潮州,屏東縣,60,細懸浮微粒,普通,0.3,0.14,3.3,9.1,18,11,6.6,7.4,0.8,0.5,352,2024-05-21 05:00,,0.2,19.3,36,1,120.561175,22.523108,60
屏東,屏東縣,92,細懸浮微粒,普通,0.5,0.25,18.3,29.5,34,22,4.9,5.5,0.6,2.1,12,2024-05-21 05:00,,0.3,32.3,49,1,120.488033,22.673081,59
小港,高雄市,102,細懸浮微粒,對敏感族群不健康,0.5,0.25,20.2,32.4,24,23,8.3,9.1,0.8,0.8,71,2024-05-21 05:00,,0.4,36,48,2,120.337736,22.565833,58
前鎮,高雄市,82,細懸浮微粒,普通,1.4,0.31,19.5,30.8,32,18,10.9,11.7,0.8,0.2,341,2024-05-21 05:00,,0.5,28,51,2,120.30833356,22.6044507,57
前金,高雄市,92,細懸浮微粒,普通,1.3,0.49,15.7,26.3,40,23,11.5,12.8,1.3,1.1,339,2024-05-21 05:00,,0.5,32.1,55,1,120.28676111,22.63390278,56
左營,高雄市,98,細懸浮微粒,普通,0.7,0.3,16.9,27.1,28,20,10.1,10.4,0.3,0.9,160,2024-05-21 05:00,,0.5,34.7,50,1,120.292917,22.674861,54
楠梓,高雄市,85,細懸浮微粒,普通,1.1,0.21,14.8,29.4,21,16,10.5,11.9,1.4,0.8,78,2024-05-21 05:00,,0.3,29.3,46,2,120.328289,22.733667,53
林園,高雄市,127,細懸浮微粒,對敏感族群不健康,0.4,0.32,9.8,21.1,47,27,7.8,8.3,0.5,0.8,25,2024-05-21 05:00,,0.5,45.5,82,1,120.41175,22.4795,52
大寮,高雄市,124,細懸浮微粒,對敏感族群不健康,0.9,0.3,8.4,21.2,40,30,10.9,11.5,0.5,1.5,54,2024-05-21 05:00,,0.4,44.5,70,2,120.425311,22.56413611,51
鳳山,高雄市,89,細懸浮微粒,普通,1.3,0.27,21.2,32.5,32,14,4.9,5.8,0.9,0.5,95,2024-05-21 05:00,,0.4,31,50,2,120.357422,22.628126,50
仁武,高雄市,93,細懸浮微粒,普通,1.1,0.23,21.5,36.8,23,24,5.4,6.7,1.3,0.8,93,2024-05-21 05:00,,0.3,32.5,43,1,120.332631,22.689056,49
橋頭,高雄市,96,細懸浮微粒,普通,1.9,0.19,13.7,28.3,23,18,7.9,9,1.1,0.6,87,2024-05-21 05:00,,0.3,33.7,46,2,120.305689,22.757506,48
美濃,高雄市,63,細懸浮微粒,普通,0.8,0.16,13.7,23.5,13,10,2.5,2.8,0.3,0.5,29,2024-05-21 05:00,,0.2,20.2,30,1,120.530542,22.883583,47
臺南,臺南市,92,細懸浮微粒,普通,0.8,0.17,16.2,46.9,20,14,7.1,7.6,0.5,0.2,107,2024-05-21 05:00,,0.3,32.3,45,2,120.21947897,22.98928311,46
安南,臺南市,89,細懸浮微粒,普通,0.3,0.23,15.4,37.2,23,11,6,7.3,1.3,1.3,68,2024-05-21 05:00,,0.3,31,46,1,120.2175,23.048197,45
善化,臺南市,84,細懸浮微粒,普通,0.4,0.16,16,28.0,18,14,3.4,3.9,0.4,1.2,87,2024-05-21 05:00,,0.2,28.7,48,1,120.29740529,23.11337642,44
新營,臺南市,61,細懸浮微粒,普通,1.1,0.17,18.7,23.3,22,8,3.3,5.4,2.1,0.6,78,2024-05-21 05:00,,0.2,19.4,41,1,120.31725,23.305633,43
嘉義,嘉義市,69,細懸浮微粒,普通,1.2,0.2,20.1,24.0,36,20,4.9,5.4,0.5,1.8,166,2024-05-21 05:00,,0.2,23,40,4,120.44125148,23.46477865,42
